classification_record_id,数据快照,分类规则版本,standard原值,standard规范值,viol_type,citation汇总数,当前删除状态汇总数,官方标准说明入口,初分人员,初分主类,初分副类1,初分副类2,初分命中规则编号,初分信心,初分是否不确定,初分不确定原因,初分依据,复核人员,复核主类,复核副类1,复核副类2,复核命中规则编号,复核信心,复核是否不确定,复核不确定原因,复核依据,是否主类一致,是否全部一致,最终主类,最终副类1,最终副类2,裁定命中规则编号,裁定依据,裁定人,专业复核人,是否Other或Unmapped,未映射原因,初分文件SHA256,复核文件SHA256,初分日期,复核日期,裁定日期,状态,备注
C000573,,v6-OSHA官网验证版,1555620002,1555620002,O,2,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1555620002,非目标标准体系: 1555620002,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000574,,v6-OSHA官网验证版,1557710002 D,1557710002 D,S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1557710002 D,非目标标准体系: 1557710002 D,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000575,,v6-OSHA官网验证版,1590 A04,1590 A04,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1590 A04,非目标标准体系: 1590 A04,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000576,,v6-OSHA官网验证版,1590(A)(4),1590(A)(4),S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1590(A)(4),非目标标准体系: 1590(A)(4),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000577,,v6-OSHA官网验证版,1590(A)(5),1590(A)(5),O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1590(A)(5),非目标标准体系: 1590(A)(5),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000578,,v6-OSHA官网验证版,1590(B),1590(B),O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1590(B),非目标标准体系: 1590(B),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000579,,v6-OSHA官网验证版,1592 A,1592 A,S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1592 A,非目标标准体系: 1592 A,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000580,,v6-OSHA官网验证版,1592 E,1592 E,S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1592 E,非目标标准体系: 1592 E,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000581,,v6-OSHA官网验证版,1592(B),1592(B),O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1592(B),非目标标准体系: 1592(B),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000582,,v6-OSHA官网验证版,1592(E),1592(E),O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1592(E),非目标标准体系: 1592(E),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000583,,v6-OSHA官网验证版,1592(E),1592(E),S,4,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1592(E),非目标标准体系: 1592(E),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000584,,v6-OSHA官网验证版,1593 D,1593 D,S,2,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1593 D,非目标标准体系: 1593 D,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000585,,v6-OSHA官网验证版,1593 J,1593 J,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1593 J,非目标标准体系: 1593 J,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000586,,v6-OSHA官网验证版,1593 L,1593 L,S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1593 L,非目标标准体系: 1593 L,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000587,,v6-OSHA官网验证版,1593(B),1593(B),O,2,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1593(B),非目标标准体系: 1593(B),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000588,,v6-OSHA官网验证版,1593(F),1593(F),O,2,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1593(F),非目标标准体系: 1593(F),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000589,,v6-OSHA官网验证版,1593(H),1593(H),S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1593(H),非目标标准体系: 1593(H),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000590,,v6-OSHA官网验证版,1594(A),1594(A),O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1594(A),非目标标准体系: 1594(A),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000591,,v6-OSHA官网验证版,1596 A,1596 A,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1596 A,非目标标准体系: 1596 A,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000592,,v6-OSHA官网验证版,1596 A01,1596 A01,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1596 A01,非目标标准体系: 1596 A01,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000593,,v6-OSHA官网验证版,1596(A),1596(A),O,2,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1596(A),非目标标准体系: 1596(A),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000594,,v6-OSHA官网验证版,1596(H)(1),1596(H)(1),O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1596(H)(1),非目标标准体系: 1596(H)(1),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000595,,v6-OSHA官网验证版,1596(H)(1),1596(H)(1),S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1596(H)(1),非目标标准体系: 1596(H)(1),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000596,,v6-OSHA官网验证版,1597 D,1597 D,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1597 D,非目标标准体系: 1597 D,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000597,,v6-OSHA官网验证版,1597 H,1597 H,O,2,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1597 H,非目标标准体系: 1597 H,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000598,,v6-OSHA官网验证版,1597 H,1597 H,S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1597 H,非目标标准体系: 1597 H,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000599,,v6-OSHA官网验证版,1597(H),1597(H),O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1597(H),非目标标准体系: 1597(H),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000600,,v6-OSHA官网验证版,1598 A,1598 A,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1598 A,非目标标准体系: 1598 A,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000601,,v6-OSHA官网验证版,1598 C,1598 C,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1598 C,非目标标准体系: 1598 C,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000602,,v6-OSHA官网验证版,1598(A),1598(A),O,2,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1598(A),非目标标准体系: 1598(A),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000603,,v6-OSHA官网验证版,1598(A),1598(A),S,2,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1598(A),非目标标准体系: 1598(A),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000604,,v6-OSHA官网验证版,1598(C),1598(C),O,2,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1598(C),非目标标准体系: 1598(C),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000605,,v6-OSHA官网验证版,1599 A,1599 A,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1599 A,非目标标准体系: 1599 A,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000606,,v6-OSHA官网验证版,1599 D,1599 D,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1599 D,非目标标准体系: 1599 D,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000607,,v6-OSHA官网验证版,1599(A),1599(A),O,2,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1599(A),非目标标准体系: 1599(A),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000608,,v6-OSHA官网验证版,1599(G),1599(G),S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1599(G),非目标标准体系: 1599(G),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000609,,v6-OSHA官网验证版,16120001 G,16120001 G,O,1,0,,刘诗曼,R9,,,R9,低,是,纽约州12 NYCRR 州计划标准-无官方分类表,纽约州12 NYCRR 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 16120001 G,非目标标准体系: 16120001 G,是,否,R9,,,R9,双方一致,刘诗曼,,是,纽约州12 NYCRR 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000610,,v6-OSHA官网验证版,16150003,16150003,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 16150003,非目标标准体系: 16150003,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000611,,v6-OSHA官网验证版,16160004 C,16160004 C,O,2,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 16160004 C,非目标标准体系: 16160004 C,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000612,,v6-OSHA官网验证版,16160004 C,16160004 C,S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 16160004 C,非目标标准体系: 16160004 C,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000613,,v6-OSHA官网验证版,16180004 E,16180004 E,O,2,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 16180004 E,非目标标准体系: 16180004 E,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000614,,v6-OSHA官网验证版,1620 A,1620 A,S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1620 A,非目标标准体系: 1620 A,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000615,,v6-OSHA官网验证版,1620 A02,1620 A02,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1620 A02,非目标标准体系: 1620 A02,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000616,,v6-OSHA官网验证版,1620(A),1620(A),S,2,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1620(A),非目标标准体系: 1620(A),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000617,,v6-OSHA官网验证版,1620(A)(2),1620(A)(2),O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1620(A)(2),非目标标准体系: 1620(A)(2),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000618,,v6-OSHA官网验证版,1620(A)(2),1620(A)(2),S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1620(A)(2),非目标标准体系: 1620(A)(2),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000619,,v6-OSHA官网验证版,1620(B)(2),1620(B)(2),O,2,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 1620(B)(2),非目标标准体系: 1620(B)(2),是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
